Date,momentum,mean_reversion,low_vol,statarb
2010-03-24,0.0,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0
2010-05-03,0.0,0.0,0.0,0.0
2010-05-04,0.0,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0,0.0
2010-05-14,0.0,0.0,0.0,0.0
2010-05-17,0.0,0.0,0.0,0.0
2010-05-18,0.0,0.0,0.0,0.0
2010-05-19,0.0,0.0,0.0,0.0
2010-05-20,0.0,0.0,0.0,0.0
2010-05-21,0.0,0.0,0.0,0.0
2010-05-24,0.0,0.0,0.0,0.0
2010-05-25,0.0,0.0,0.0,0.0
2010-05-26,0.0,0.0,0.0,0.0
2010-05-27,0.0,0.0,0.0,0.0
2010-05-28,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0
2010-06-02,0.0,0.0,0.0,0.0
2010-06-03,0.0,0.0,0.0,0.0
2010-06-04,0.0,0.0,0.0,0.0
2010-06-07,0.0,0.0,0.0,0.0
2010-06-08,0.0,0.0,0.0,0.0
2010-06-09,0.0,0.0,0.0,0.0
2010-06-10,0.0,0.0,0.0,0.0
2010-06-11,0.0,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0,0.0
2010-06-17,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.0,0.0,0.0
2010-06-21,0.0,0.0,0.0,0.0
2010-06-22,0.0,0.0,0.0,0.0
2010-06-23,0.0,0.0,0.0,0.0
2010-06-24,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0
2010-06-28,0.0,0.0,0.0,0.0
2010-06-29,0.0,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0
2010-07-06,0.0,0.0,0.0,0.0
2010-07-07,0.0,0.0,0.0,0.0
2010-07-08,0.0,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0
2010-07-12,0.0,0.0,0.0,0.0
2010-07-13,0.0,0.0,0.0,0.0
2010-07-14,0.0,0.0,0.0,0.0
2010-07-15,0.0,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0
2010-07-19,0.0,0.0,0.0,0.0
2010-07-20,0.0,0.0,0.0,0.0
2010-07-21,0.0,0.0,0.0,0.0
2010-07-22,0.0,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0
2010-07-26,0.0,0.0,0.0,0.0
2010-07-27,0.0,0.0,0.0,0.0
2010-07-28,0.0,0.0,0.0,0.0
2010-07-29,0.0,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0
2010-08-02,0.0,0.0,0.0,0.0
2010-08-03,0.0,0.0,0.0,0.0
2010-08-04,0.0,0.0,0.0,0.0
2010-08-05,0.0,0.0,0.0,0.0
2010-08-06,0.0,0.0,0.0,0.0
2010-08-09,0.0,0.0,0.0,0.0
2010-08-10,0.0,0.0,0.0,0.0
2010-08-11,0.0,0.0,0.0,0.0
2010-08-12,0.0,0.0,0.0,0.0
2010-08-13,0.0,0.0,0.0,0.0
2010-08-16,0.0,0.0,0.0,0.0
2010-08-17,0.0,0.0,0.0,0.0
2010-08-18,0.0,0.0,0.0,0.0
2010-08-19,0.0,0.0,0.0,0.0
2010-08-20,0.0,0.0,0.0,0.0
2010-08-23,0.0,0.0,0.0,0.0
2010-08-24,0.0,0.0,0.0,0.0
2010-08-25,0.0,0.0,0.0,0.0
2010-08-26,0.0,0.0,0.0,0.0
2010-08-27,0.0,0.0,0.0,0.0
2010-08-30,0.0,0.0,0.0,0.0
2010-08-31,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0
2010-09-02,0.0,0.0,0.0,0.0
2010-09-03,0.0,0.0,0.0,0.0
2010-09-07,0.0,0.0,0.0,0.0
2010-09-08,0.0,0.0,0.0,0.0
2010-09-09,0.0,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0,0.0
2010-09-13,0.0,0.0,0.0,0.0
2010-09-14,0.0,0.0,0.0,0.0
2010-09-15,0.0,0.0,0.0,0.0
2010-09-16,0.0,0.0,0.0,0.0
2010-09-17,0.0,0.0,0.0,0.0
2010-09-20,0.0,0.0,0.0,0.0
2010-09-21,0.0,0.0,0.0,0.0
2010-09-22,0.0,0.0,0.0,0.0
2010-09-23,0.0,0.0,0.0,0.0
2010-09-24,0.0,0.0,0.0,0.0
2010-09-27,0.0,0.0,0.0,0.0
2010-09-28,0.0,0.0,0.0,0.0
2010-09-29,0.0,0.0,0.0,0.0
2010-09-30,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0
2010-10-04,0.0,0.0,0.0,0.0
2010-10-05,0.0,0.0,0.0,0.0
2010-10-06,0.0,0.0,0.0,0.0
2010-10-07,0.0,0.0,0.0,0.0
2010-10-08,0.0,0.0,0.0,0.0
2010-10-11,0.0,0.0,0.0,0.0
2010-10-12,0.0,0.0,0.0,0.0
2010-10-13,0.0,0.0,0.0,0.0
2010-10-14,0.0,0.0,0.0,0.0
2010-10-15,0.0,0.0,0.0,0.0
2010-10-18,0.0,0.0,0.0,0.0
2010-10-19,0.0,0.0,0.0,0.0
2010-10-20,0.0,0.0,0.0,0.0
2010-10-21,0.0,0.0,0.0,0.0
2010-10-22,0.0,0.0,0.0,0.0
2010-10-25,0.0,0.0,0.0,0.0
2010-10-26,0.0,0.0,0.0,0.0
2010-10-27,0.0,0.0,0.0,0.0
2010-10-28,0.0,0.0,0.0,0.0
2010-10-29,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0
2010-11-02,0.0,0.0,0.0,0.0
2010-11-03,0.0,0.0,0.0,0.0
2010-11-04,0.0,0.0,0.0,0.0
2010-11-05,0.0,0.0,0.0,0.0
2010-11-08,0.0,0.0,0.0,0.0
2010-11-09,0.0,0.0,0.0,0.0
2010-11-10,0.0,0.0,0.0,0.0
2010-11-11,0.0,0.0,0.0,0.0
2010-11-12,0.0,0.0,0.0,0.0
2010-11-15,0.0,0.0,0.0,0.0
2010-11-16,0.0,0.0,0.0,0.0
2010-11-17,0.0,0.0,0.0,0.0
2010-11-18,0.0,0.0,0.0,0.0
2010-11-19,0.0,0.0,0.0,0.0
2010-11-22,0.0,0.0,0.0,0.0
2010-11-23,0.0,0.0,0.0,0.0
2010-11-24,0.0,0.0,0.0,0.0
2010-11-26,0.0,0.0,0.0,0.0
2010-11-29,0.0,0.0,0.0,0.0
2010-11-30,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0
2010-12-02,0.0,0.0,0.0,0.0
2010-12-03,0.0,0.0,0.0,0.0
2010-12-06,0.0,0.0,0.0,0.0
2010-12-07,0.0,0.0,0.0,0.0
2010-12-08,0.0,0.0,0.0,0.0
2010-12-09,0.0,0.0,0.0,0.0
2010-12-10,0.0,0.0,0.0,0.0
2010-12-13,0.0,0.0,0.0,0.0
2010-12-14,0.0,0.0,0.0,0.0
2010-12-15,0.0,0.0,0.0,0.0
2010-12-16,0.0,0.0,0.0,0.0
2010-12-17,0.0,0.0,0.0,0.0
2010-12-20,0.0,0.0,0.0,0.0
2010-12-21,0.0,0.0,0.0,0.0
2010-12-22,0.0,0.0,0.0,0.0
2010-12-23,0.0,0.0,0.0,0.0
2010-12-27,0.0,0.0,0.0,0.0
2010-12-28,0.0,0.0,0.0,0.0
2010-12-29,0.0,0.0,0.0,0.0
2010-12-30,0.0,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0,0.0
2011-01-03,0.0,0.0,0.0,0.0
2011-01-04,0.0,0.0,0.0,0.0
2011-01-05,0.0,0.0,0.0,0.0
2011-01-06,0.0,0.0,0.0,0.0
2011-01-07,0.0,0.0,0.0,0.0
2011-01-10,0.0,0.0,0.0,-0.00035
2011-01-11,0.0,0.0,0.0,0.0045054391166238
2011-01-12,0.0,0.0,0.0,0.0010486793313476
2011-01-13,0.0,0.0,0.0,-0.0033271160830558
2011-01-14,0.0,0.0,0.0,-0.0085097520602901
2011-01-18,0.0,0.0,0.0,0.0007224296053626
2011-01-19,0.0,0.0,0.0,0.002497333983399
2011-01-20,0.0,0.0,0.0,-0.0035402603376246
2011-01-21,0.0,0.0,0.0,-0.0027548729376402
2011-01-24,0.0,0.0,0.0,-0.0016432753894696
2011-01-25,0.0,0.0,0.0,-0.0037949714508737
2011-01-26,0.0,0.0,0.0,0.0034096106047936
2011-01-27,0.0,0.0,0.0,0.0041127012216445
2011-01-28,0.0,0.0,0.0,-0.008070569097622
2011-01-31,0.0,0.0,0.0,-0.0037303009115964
2011-02-01,0.0,0.0,0.0,-5.02788024526736e-05
2011-02-02,0.0,0.0,0.0,-0.0002594323694779
2011-02-03,0.0,0.0,0.0,-0.0008238123791145
2011-02-04,0.0,0.0,0.0,-0.0017012579373962
2011-02-07,0.0,0.0,0.0,0.0024943172046046
2011-02-08,0.0,0.0,0.0,0.0001711472259296
2011-02-09,0.0,0.0,0.0,-0.0008208209017726
2011-02-10,0.0,0.0,0.0,0.0147298725970253
2011-02-11,0.0,0.0,0.0,0.0051529224188858
2011-02-14,0.0,0.0,0.0,0.0004361677066804
2011-02-15,0.0,0.0,0.0,0.0024497764493261
2011-02-16,0.0,0.0,0.0,-0.0015910984149176
2011-02-17,0.0,0.0,0.0,-0.0015707532036587
2011-02-18,0.0,0.0,0.0,0.0008498863909795
2011-02-22,0.0,0.0,0.0,0.0007337591899296
2011-02-23,0.0,0.0,0.0,0.0016672535775962
2011-02-24,0.0,0.0,0.0,0.0025065664354397
2011-02-25,0.0,0.0,0.0,0.0002451525033695
2011-02-28,0.0,0.0,0.0,0.0002934337861797
2011-03-01,0.0,0.0,0.0,-0.0007250252411239
2011-03-02,0.0,0.0,0.0,-0.0003276219251937
2011-03-03,0.0,0.0,0.0,-0.0009499780885436
2011-03-04,0.0,0.0,0.0,0.0008729069728005
2011-03-07,0.0,0.0,0.0,-0.0021821580747187
2011-03-08,0.0,0.0,0.0,-0.0040505977769094
2011-03-09,0.0,0.0,0.0,-0.0010102173041831
2011-03-10,0.0,0.0,0.0,0.0044894993397708
2011-03-11,0.0,0.0,0.0,0.0014466857181891
2011-03-14,0.0,0.0,0.0,-0.0003754910637235
2011-03-15,0.0,0.0,0.0,0.0093712042089446
2011-03-16,0.0,0.0,0.0,0.0002036281687496
2011-03-17,0.0,0.0,0.0,0.0007609749327882
2011-03-18,0.0,0.0,0.0,-0.0031372905906072
2011-03-21,0.0,0.0,0.0,0.003892973876313
2011-03-22,0.0,0.0,0.0,0.0001048903804708
2011-03-23,0.0,0.0,0.0,0.0041486757915765
2011-03-24,0.0,0.0,0.0,0.0085123796761895
2011-03-25,0.0,0.0,0.0,-0.0031164280470644
2011-03-28,0.0,0.0,0.0,0.0053558854219946
2011-03-29,0.0,0.0,0.0,-0.0038376999899591
2011-03-30,0.0,0.0,0.0,-0.0061511566552745
2011-03-31,0.0,0.0,0.0,-0.0019513961778493
2011-04-01,0.0,0.0,0.0,-0.0044339956045509
2011-04-04,0.0,0.0,0.0,-0.0056924166854293
2011-04-05,0.0,0.0,0.0,0.0007629698986403
2011-04-06,0.0,0.0,0.0,0.0002402412113786
2011-04-07,0.0,0.0,0.0,0.0018786781837003
2011-04-08,0.0,0.0,0.0,-0.0014776799785553
2011-04-11,0.0,0.0,0.0,0.0017054689432245
2011-04-12,0.0,0.0,0.0,0.0021252323879664
2011-04-13,0.0,0.0,0.0,0.0002215042153712
2011-04-14,0.0,0.0,0.0,-0.003190105985225
2011-04-15,0.0,0.0,0.0,-0.0029194715403864
2011-04-18,0.0,0.0,0.0,-0.0014801824276208
2011-04-19,0.0,0.0,0.0,-0.0013495762039288
2011-04-20,0.0,0.0,0.0,-0.0022820511795733
2011-04-21,0.0,0.0,0.0,0.0087880099930833
2011-04-25,0.0,0.0,0.0,-0.0003079768890909
2011-04-26,0.0,0.0,0.0,0.0003669690738093
2011-04-27,0.0,0.0,0.0,-0.0008439208210285
2011-04-28,0.0,0.0,0.0,-0.0007990084271796
2011-04-29,0.0,0.0,0.0,-0.0019144909033903
2011-05-02,0.0,0.0,0.0,-0.0021816503142572
2011-05-03,0.0,0.0,0.0,0.0011705123570412
2011-05-04,0.0,0.0,0.0,-0.0007837326563184
2011-05-05,0.0,0.0,0.0,-1.0195841364414128e-05
2011-05-06,0.0,0.0,0.0,-0.0002631494709186
2011-05-09,0.0,0.0,0.0,-0.0011757577883853
2011-05-10,0.0,0.0,0.0,-0.0002414828771361
2011-05-11,0.0,0.0,0.0,-0.0022044096749707
2011-05-12,0.0,0.0,0.0,0.0012165021801815
2011-05-13,0.0,0.0,0.0,-0.0014470496446514
2011-05-16,0.0,0.0,0.0,-0.0039442911092352
2011-05-17,0.0,0.0,0.0,0.000434240992961
2011-05-18,0.0,0.0,0.0,0.0043424618908063
2011-05-19,0.0,0.0,0.0,0.0014309788612878
2011-05-20,0.0,0.0,0.0,0.0122699194692993
2011-05-23,0.0,0.0,0.0,0.0011446714058674
2011-05-24,0.0,0.0,0.0,-0.0020378398636848
2011-05-25,0.0,0.0,0.0,0.005518615637123
2011-05-26,0.0,0.0,0.0,0.002828296116962
2011-05-27,0.0,0.0,0.0,0.007917025892386
2011-05-31,0.0,0.0,0.0,0.0018625443207553
2011-06-01,0.0,0.0,0.0,0.0024081716028967
2011-06-02,0.0,0.0,0.0,-0.0027355790218857
2011-06-03,0.0,0.0,0.0,0.0006124860038236
2011-06-06,0.0,0.0,0.0,0.0078831538328805
2011-06-07,0.0,0.0,0.0,0.0037489533411212
2011-06-08,0.0,0.0,0.0,0.0001995717814255
2011-06-09,0.0,0.0,0.0,-0.0006889025774454
2011-06-10,0.0,0.0,0.0,0.0006260251663656
2011-06-13,0.0,0.0,0.0,0.0050707635350325
2011-06-14,0.0,0.0,0.0,-0.0008541211768761
2011-06-15,0.0,0.0,0.0,0.0029677568944836
2011-06-16,0.0,0.0,0.0,-0.0098701804679549
2011-06-17,0.0,0.0,0.0,-0.0078469532871909
2011-06-20,0.0,0.0,0.0,-0.0034080001117154
2011-06-21,0.0,0.0,0.0,0.0041334247655387
2011-06-22,0.0,0.0,0.0,-0.0047861638132733
2011-06-23,0.0,0.0,0.0,0.0069637951171847
2011-06-24,0.0,0.0,0.0,-0.0004985763993712
2011-06-27,0.0,0.0,0.0,-0.0045780258005271
2011-06-28,0.0,0.0,0.0,0.0008225802243434
2011-06-29,0.0,0.0,0.0,0.0020773315686412
2011-06-30,0.0,0.0,0.0,0.0011847317193629
2011-07-01,0.0,0.0,0.0,-0.0014514319591527
2011-07-05,0.0,0.0,0.0,0.0019206766244025
2011-07-06,0.0,0.0,0.0,0.0001876637656575
2011-07-07,0.0,0.0,0.0,-0.0035039066319809
2011-07-08,0.0,0.0,0.0,0.0001491383134831
2011-07-11,0.0,0.0,0.0,0.0001845156620721
2011-07-12,0.0,0.0,0.0,-0.002766434350277
2011-07-13,0.0,0.0,0.0,-0.0008791329466655
2011-07-14,0.0,0.0,0.0,0.00182047464949
2011-07-15,0.0,0.0,0.0,-0.0129704115241274
2011-07-18,0.0,0.0,0.0,-0.0039049568560389
2011-07-19,0.0,0.0,0.0,-0.0040625958069448
2011-07-20,0.0,0.0,0.0,0.0039602768162624
2011-07-21,0.0,0.0,0.0,-0.0020584299936165
2011-07-22,0.0,0.0,0.0,-0.0058203204328458
2011-07-25,0.0,0.0,0.0,-0.0022550469248707
2011-07-26,0.0,0.0,0.0,-0.0006743867178624
2011-07-27,0.0,0.0,0.0,0.0006487857958174
2011-07-28,0.0,0.0,0.0,-0.0032442981617382
2011-07-29,0.0,0.0,0.0,0.0016611030124393
2011-08-01,0.0,0.0,0.0,0.0012540225754887
2011-08-02,0.0,0.0,0.0,-0.0030306635498464
2011-08-03,0.0,0.0,0.0,-0.0008957566401547
2011-08-04,0.0,0.0,0.0,0.0007257333082837
2011-08-05,0.0,0.0,0.0,0.0057277568193425
2011-08-08,0.0,0.0,0.0,-0.0055667193850764
2011-08-09,0.0,0.0,0.0,0.0040729537668852
2011-08-10,0.0,0.0,0.0,0.0037742919980212
2011-08-11,0.0,0.0,0.0,-0.0009071106065681
2011-08-12,0.0,0.0,0.0,0.0029443301045337
2011-08-15,0.0,0.0,0.0,-7.358168713765193e-05
2011-08-16,0.0,0.0,0.0,-0.001667630442656
2011-08-17,0.0,0.0,0.0,-0.0041150533929696
2011-08-18,0.0,0.0,0.0,-0.0048727125566574
2011-08-19,0.0,0.0,0.0,-0.0026506390041613
2011-08-22,0.0,0.0,0.0,-0.0053744956482952
2011-08-23,0.0,0.0,0.0,-0.0060271610733595
2011-08-24,0.0,0.0,0.0,0.0032054564457161
2011-08-25,0.0,0.0,0.0,0.0074424918974542
2011-08-26,0.0,0.0,0.0,0.0005443170066208
2011-08-29,0.0,0.0,0.0,0.0020010242626553
2011-08-30,0.0,0.0,0.0,0.0002650276623428
2011-08-31,0.0,0.0,0.0,0.0014188617749636
2011-09-01,0.0,0.0,0.0,-0.0003910232862863
2011-09-02,0.0,0.0,0.0,0.0002190281531785
2011-09-06,0.0,0.0,0.0,0.0027087826177762
2011-09-07,0.0,0.0,0.0,0.0016494038654198
2011-09-08,0.0,0.0,0.0,-0.001609369192926
2011-09-09,0.0,0.0,0.0,-0.0014604293829808
2011-09-12,0.0,0.0,0.0,0.0013771401989387
2011-09-13,0.0,0.0,0.0,-0.000292699832184
2011-09-14,0.0,0.0,0.0,-0.0089005429972746
2011-09-15,0.0,0.0,0.0,0.0077974960528895
2011-09-16,0.0,0.0,0.0,0.0020868756703829
2011-09-19,0.0,0.0,0.0,-0.0005292553163911
2011-09-20,0.0,0.0,0.0,0.0068427403180694
2011-09-21,0.0,0.0,0.0,-0.0086844906513574
2011-09-22,0.0,0.0,0.0,-7.465717571489213e-05
2011-09-23,0.0,0.0,0.0,-0.0001091644312765
2011-09-26,0.0,0.0,0.0,0.0124056104092371
2011-09-27,0.0,0.0,0.0,-0.0027488466684561
2011-09-28,0.0,0.0,0.0,-0.0034765756563067
2011-09-29,0.0,0.0,0.0,0.0162706450428369
2011-09-30,0.0,0.0,0.0,-0.0007258522172612
2011-10-03,0.0,0.0,0.0,-0.0094610931274051
2011-10-04,0.0,0.0,0.0,0.0020044577431595
2011-10-05,0.0,0.0,0.0,-0.0013323970158247
2011-10-06,0.0,0.0,0.0,0.0164624418957218
2011-10-07,0.0,0.0,0.0,-0.0116758798133136
2011-10-10,0.0,0.0,0.0,0.0067060517724992
2011-10-11,0.0,0.0,0.0,0.0100123011309185
2011-10-12,0.0,0.0,0.0,0.0089363669186997
2011-10-13,0.0,0.0,0.0,0.0020838300975302
2011-10-14,0.0,0.0,0.0,0.0001883438861631
2011-10-17,0.0,0.0,0.0,-0.0011249796217098
2011-10-18,0.0,0.0,0.0,0.0151852548890079
2011-10-19,0.0,0.0,0.0,0.0044817308213813
2011-10-20,0.0,0.0,0.0,-0.0068878923291286
2011-10-21,0.0,0.0,0.0,0.0057957102004323
2011-10-24,0.0,0.0,0.0,0.0039476518326726
2011-10-25,0.0,0.0,0.0,0.0007439220460301
2011-10-26,0.0,0.0,0.0,0.0031587973522826
2011-10-27,0.0,0.0,0.0,-0.003285803989977
2011-10-28,0.0,0.0,0.0,0.0037089926211269
2011-10-31,0.0,0.0,0.0,0.0050040629764882
2011-11-01,0.0,0.0,0.0,0.0042841025444812
2011-11-02,0.0,0.0,0.0,-0.0084155264324467
2011-11-03,0.0,0.0,0.0,0.0016007685852855
2011-11-04,0.0,0.0,0.0,0.0012247634131981
2011-11-07,0.0,0.0,0.0,-0.000183664398107
2011-11-08,0.0,0.0,0.0,0.0003213012288189
2011-11-09,0.0,0.0,0.0,0.0046152066440968
2011-11-10,0.0,0.0,0.0,-0.0011481789060001
2011-11-11,0.0,0.0,0.0,-0.0056141805798159
2011-11-14,0.0,0.0,0.0,-0.0020952078687235
2011-11-15,0.0,0.0,0.0,0.0028045281652782
2011-11-16,0.0,0.0,0.0,-0.0005623331504312
2011-11-17,0.0,0.0,0.0,-0.0015314821338857
2011-11-18,0.0,0.0,0.0,-0.0035342962301376
2011-11-21,0.0,0.0,0.0,0.0061891534179334
2011-11-22,0.0,0.0,0.0,-0.001860518020428
2011-11-23,0.0,0.0,0.0,-0.0002576173319238
2011-11-25,0.0,0.0,0.0,0.0003969556091044
2011-11-28,0.0,0.0,0.0,-0.000337300108428
2011-11-29,0.0,0.0,0.0,-0.008873662982897
2011-11-30,0.0,0.0,0.0,0.0065373529097066
2011-12-01,0.0,0.0,0.0,-0.0014295123491057
2011-12-02,0.0,0.0,0.0,0.0056219918278281
2011-12-05,0.0,0.0,0.0,0.0061034875498168
2011-12-06,0.0,0.0,0.0,-0.0019804243469713
2011-12-07,0.0,0.0,0.0,-0.0012420312708448
2011-12-08,0.0,0.0,0.0,-0.0011586669789724
2011-12-09,0.0,0.0,0.0,-0.0008118664609412
2011-12-12,0.0,0.0,0.0,-0.0034301414244788
2011-12-13,0.0,0.0,0.0,-0.0041265796736616
2011-12-14,0.0,0.0,0.0,-0.0088421096795736
2011-12-15,0.0,0.0,0.0,-0.0087898906049296
2011-12-16,0.0,0.0,0.0,0.0009239077399676
2011-12-19,0.0,0.0,0.0,-0.003058882582181
2011-12-20,0.0,0.0,0.0,0.0013143425943005
2011-12-21,0.0,0.0,0.0,-0.0036508805321105
2011-12-22,0.0,0.0,0.0,0.0058976166152922
2011-12-23,0.0,0.0,0.0,-0.0008649456654979
2011-12-27,0.0,0.0,0.0,-0.0036667607922192
2011-12-28,0.0,0.0,0.0,-0.0050877847810713
2011-12-29,0.0,0.0,0.0,-0.000403180726412
2011-12-30,0.0,0.0,0.0,0.0024839656068969
2012-01-03,0.0,0.0,0.0,0.0122981173712056
2012-01-04,0.0,0.0,0.0,0.0035077392640481
2012-01-05,0.0,0.0,0.0,0.0019766519099294
2012-01-06,0.0,0.0,0.0,-0.0001552624778621
2012-01-09,0.0,0.0,0.0,-0.0055244370109465
2012-01-10,0.0,0.0,0.0,0.0011874918242234
2012-01-11,0.0,0.0,0.0,-0.0025870086675229
2012-01-12,0.0,0.0,0.0,-0.0049070046027501
2012-01-13,0.0,0.0,0.0,0.0001032366872981
2012-01-17,0.0,0.0,0.0,0.0040097851129585
2012-01-18,0.0,0.0,0.0,-0.0067594890880579
2012-01-19,0.0,0.0,0.0,-0.0047435537793564
2012-01-20,0.0,0.0,0.0,-0.0005349386964501
2012-01-23,0.0,0.0,0.0,0.0004243971857324
2012-01-24,0.0,0.0,0.0,-0.0050057170140954
2012-01-25,0.0,0.0,0.0,0.0020173392638366
2012-01-26,0.0,0.0,0.0,0.00115592051404
2012-01-27,0.0,0.0,0.0,-0.0028764514118324
2012-01-30,0.0,0.0,0.0,-1.149918679159515e-05
2012-01-31,0.0,0.0,0.0,0.0001557880364824
2012-02-01,0.0,0.0,0.0,-0.0011967452002006
2012-02-02,0.0,0.0,0.0,-9.633781248227336e-05
2012-02-03,0.0,0.0,0.0,-0.000175297043751
2012-02-06,0.0,0.0,0.0,-0.0007217208032215
2012-02-07,0.0,0.0,0.0,-0.0004702678656319
2012-02-08,0.0,0.0,0.0,-0.000415051273659
2012-02-09,0.0,0.0,0.0,0.0006054598443629
2012-02-10,0.0,0.0,0.0,-0.0002874020073214
2012-02-13,0.0,0.0,0.0,-0.0032899851328864
2012-02-14,0.0,0.0,0.0,0.0034555784507887
2012-02-15,0.0,0.0,0.0,-4.991768021812403e-05
2012-02-16,0.0,0.0,0.0,-0.0007958781427326
2012-02-17,0.0,0.0,0.0,0.005603779037639
2012-02-21,0.0,0.0,0.0,0.0022598805794765
2012-02-22,0.0,0.0,0.0,-0.0014160029176875
