Date,statarb
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,-0.00035
2011-01-11,0.0045054391166238295
2011-01-12,0.0010486793313476146
2011-01-13,-0.0033271160830558974
2011-01-14,-0.008509752060290157
2011-01-18,0.0007224296053626935
2011-01-19,0.002497333983399089
2011-01-20,-0.003540260337624682
2011-01-21,-0.002754872937640218
2011-01-24,-0.0016432753894696022
2011-01-25,-0.003794971450873753
2011-01-26,0.0034096106047936388
2011-01-27,0.004112701221644506
2011-01-28,-0.008070569097622073
2011-01-31,-0.00373030091159645
2011-02-01,-5.02788024526736e-05
2011-02-02,-0.00025943236947795017
2011-02-03,-0.0008238123791145363
2011-02-04,-0.0017012579373962132
2011-02-07,0.0024943172046046668
2011-02-08,0.00017114722592961477
2011-02-09,-0.0008208209017726074
2011-02-10,0.014729872597025332
2011-02-11,0.005152922418885884
2011-02-14,0.00043616770668040327
2011-02-15,0.002449776449326109
2011-02-16,-0.001591098414917689
2011-02-17,-0.0015707532036587173
2011-02-18,0.0008498863909795441
2011-02-22,0.0007337591899296233
2011-02-23,0.001667253577596239
2011-02-24,0.002506566435439709
2011-02-25,0.000245152503369573
2011-02-28,0.00029343378617977027
2011-03-01,-0.0007250252411239807
2011-03-02,-0.00032762192519376275
2011-03-03,-0.0009499780885436424
2011-03-04,0.0008729069728005988
2011-03-07,-0.002182158074718738
2011-03-08,-0.00405059777690944
2011-03-09,-0.0010102173041831055
2011-03-10,0.004489499339770824
2011-03-11,0.0014466857181891642
2011-03-14,-0.0003754910637235949
2011-03-15,0.0093712042089446
2011-03-16,0.00020362816874963126
2011-03-17,0.0007609749327882371
2011-03-18,-0.0031372905906072866
2011-03-21,0.0038929738763130535
2011-03-22,0.0001048903804708051
2011-03-23,0.004148675791576514
2011-03-24,0.008512379676189506
2011-03-25,-0.003116428047064477
2011-03-28,0.005355885421994635
2011-03-29,-0.0038376999899591125
2011-03-30,-0.006151156655274535
2011-03-31,-0.0019513961778493125
2011-04-01,-0.004433995604550987
2011-04-04,-0.005692416685429317
2011-04-05,0.0007629698986403454
2011-04-06,0.00024024121137866477
2011-04-07,0.0018786781837003255
2011-04-08,-0.0014776799785553578
2011-04-11,0.001705468943224507
2011-04-12,0.0021252323879664835
2011-04-13,0.00022150421537124625
2011-04-14,-0.003190105985225027
2011-04-15,-0.002919471540386451
2011-04-18,-0.001480182427620828
2011-04-19,-0.00134957620392881
2011-04-20,-0.00228205117957332
2011-04-21,0.008788009993083335
2011-04-25,-0.0003079768890909408
2011-04-26,0.0003669690738093307
2011-04-27,-0.0008439208210285574
2011-04-28,-0.0007990084271796189
2011-04-29,-0.0019144909033903578
2011-05-02,-0.0021816503142572854
2011-05-03,0.001170512357041291
2011-05-04,-0.000783732656318452
2011-05-05,-1.0195841364414127e-05
2011-05-06,-0.0002631494709186546
2011-05-09,-0.0011757577883853582
2011-05-10,-0.0002414828771361684
2011-05-11,-0.0022044096749707343
2011-05-12,0.0012165021801815467
2011-05-13,-0.0014470496446514947
2011-05-16,-0.003944291109235273
2011-05-17,0.00043424099296106625
2011-05-18,0.004342461890806349
2011-05-19,0.0014309788612878764
2011-05-20,0.012269919469299364
2011-05-23,0.0011446714058674847
2011-05-24,-0.0020378398636848264
2011-05-25,0.005518615637123013
2011-05-26,0.0028282961169620465
2011-05-27,0.007917025892386055
2011-05-31,0.0018625443207553722
2011-06-01,0.0024081716028967483
2011-06-02,-0.0027355790218857997
2011-06-03,0.0006124860038236436
2011-06-06,0.00788315383288052
2011-06-07,0.003748953341121207
2011-06-08,0.00019957178142550585
2011-06-09,-0.0006889025774454213
2011-06-10,0.0006260251663656759
2011-06-13,0.005070763535032579
2011-06-14,-0.000854121176876176
2011-06-15,0.0029677568944836484
2011-06-16,-0.009870180467954973
2011-06-17,-0.007846953287190903
2011-06-20,-0.00340800011171548
2011-06-21,0.004133424765538743
2011-06-22,-0.004786163813273374
2011-06-23,0.006963795117184771
2011-06-24,-0.0004985763993712498
2011-06-27,-0.0045780258005271406
2011-06-28,0.0008225802243434655
2011-06-29,0.0020773315686412564
2011-06-30,0.0011847317193629534
2011-07-01,-0.001451431959152785
2011-07-05,0.0019206766244025003
2011-07-06,0.00018766376565751338
2011-07-07,-0.003503906631980919
2011-07-08,0.00014913831348317472
2011-07-11,0.0001845156620721052
2011-07-12,-0.0027664343502770165
2011-07-13,-0.0008791329466655514
2011-07-14,0.0018204746494900074
2011-07-15,-0.012970411524127498
2011-07-18,-0.003904956856038916
2011-07-19,-0.00406259580694484
2011-07-20,0.0039602768162624565
2011-07-21,-0.0020584299936165645
2011-07-22,-0.005820320432845801
2011-07-25,-0.0022550469248707712
2011-07-26,-0.0006743867178624838
2011-07-27,0.0006487857958174562
2011-07-28,-0.003244298161738275
2011-07-29,0.001661103012439363
2011-08-01,0.0012540225754887494
2011-08-02,-0.0030306635498464993
2011-08-03,-0.0008957566401547726
2011-08-04,0.0007257333082837653
2011-08-05,0.005727756819342503
2011-08-08,-0.005566719385076457
2011-08-09,0.0040729537668852045
2011-08-10,0.0037742919980212107
2011-08-11,-0.0009071106065681304
2011-08-12,0.0029443301045337877
2011-08-15,-7.358168713765193e-05
2011-08-16,-0.001667630442656075
2011-08-17,-0.004115053392969641
2011-08-18,-0.004872712556657413
2011-08-19,-0.0026506390041613932
2011-08-22,-0.005374495648295298
2011-08-23,-0.006027161073359556
2011-08-24,0.003205456445716182
2011-08-25,0.007442491897454244
2011-08-26,0.0005443170066208403
2011-08-29,0.0020010242626553867
2011-08-30,0.000265027662342895
2011-08-31,0.001418861774963685
2011-09-01,-0.00039102328628632874
2011-09-02,0.0002190281531785623
2011-09-06,0.0027087826177762024
2011-09-07,0.0016494038654198489
2011-09-08,-0.001609369192926049
2011-09-09,-0.0014604293829808624
2011-09-12,0.001377140198938769
2011-09-13,-0.00029269983218406265
2011-09-14,-0.008900542997274665
2011-09-15,0.007797496052889585
2011-09-16,0.002086875670382987
2011-09-19,-0.0005292553163911626
2011-09-20,0.006842740318069416
2011-09-21,-0.008684490651357443
2011-09-22,-7.465717571489213e-05
2011-09-23,-0.00010916443127655974
2011-09-26,0.012405610409237175
2011-09-27,-0.0027488466684561347
2011-09-28,-0.0034765756563067615
2011-09-29,0.016270645042836946
2011-09-30,-0.0007258522172612214
2011-10-03,-0.00946109312740514
2011-10-04,0.002004457743159588
2011-10-05,-0.0013323970158247095
2011-10-06,0.016462441895721835
2011-10-07,-0.011675879813313634
2011-10-10,0.006706051772499241
2011-10-11,0.010012301130918517
2011-10-12,0.008936366918699737
2011-10-13,0.002083830097530247
2011-10-14,0.00018834388616312064
2011-10-17,-0.0011249796217098957
2011-10-18,0.015185254889007902
2011-10-19,0.004481730821381349
2011-10-20,-0.0068878923291286805
2011-10-21,0.005795710200432365
2011-10-24,0.003947651832672642
2011-10-25,0.0007439220460301979
2011-10-26,0.003158797352282677
2011-10-27,-0.003285803989977089
2011-10-28,0.0037089926211269237
2011-10-31,0.005004062976488273
2011-11-01,0.004284102544481234
2011-11-02,-0.008415526432446765
2011-11-03,0.0016007685852855102
2011-11-04,0.0012247634131981615
2011-11-07,-0.00018366439810701176
2011-11-08,0.0003213012288189389
2011-11-09,0.004615206644096874
2011-11-10,-0.001148178906000114
2011-11-11,-0.005614180579815997
2011-11-14,-0.002095207868723546
2011-11-15,0.00280452816527824
2011-11-16,-0.0005623331504312722
2011-11-17,-0.0015314821338857764
2011-11-18,-0.0035342962301376365
2011-11-21,0.006189153417933445
2011-11-22,-0.0018605180204280993
2011-11-23,-0.00025761733192387177
2011-11-25,0.0003969556091044323
2011-11-28,-0.0003373001084280398
2011-11-29,-0.00887366298289708
2011-11-30,0.006537352909706642
2011-12-01,-0.0014295123491057376
2011-12-02,0.005621991827828117
2011-12-05,0.006103487549816809
2011-12-06,-0.0019804243469713693
2011-12-07,-0.0012420312708448307
2011-12-08,-0.0011586669789724158
2011-12-09,-0.0008118664609412288
2011-12-12,-0.003430141424478846
2011-12-13,-0.004126579673661673
2011-12-14,-0.008842109679573681
2011-12-15,-0.008789890604929653
2011-12-16,0.0009239077399676414
2011-12-19,-0.003058882582181094
2011-12-20,0.0013143425943005229
2011-12-21,-0.003650880532110568
2011-12-22,0.005897616615292206
2011-12-23,-0.0008649456654979137
2011-12-27,-0.0036667607922192557
2011-12-28,-0.005087784781071377
2011-12-29,-0.00040318072641200384
2011-12-30,0.002483965606896916
2012-01-03,0.012298117371205695
2012-01-04,0.003507739264048155
2012-01-05,0.001976651909929423
2012-01-06,-0.00015526247786212553
2012-01-09,-0.005524437010946599
2012-01-10,0.0011874918242234273
2012-01-11,-0.00258700866752294
2012-01-12,-0.004907004602750168
2012-01-13,0.00010323668729813815
2012-01-17,0.004009785112958592
2012-01-18,-0.006759489088057917
2012-01-19,-0.004743553779356409
2012-01-20,-0.000534938696450113
2012-01-23,0.00042439718573248427
2012-01-24,-0.005005717014095425
2012-01-25,0.002017339263836618
2012-01-26,0.0011559205140400362
2012-01-27,-0.0028764514118324314
2012-01-30,-1.149918679159515e-05
2012-01-31,0.0001557880364824693
2012-02-01,-0.0011967452002006778
2012-02-02,-9.633781248227335e-05
2012-02-03,-0.00017529704375100728
2012-02-06,-0.0007217208032215984
2012-02-07,-0.00047026786563198283
2012-02-08,-0.00041505127365902225
2012-02-09,0.0006054598443629297
2012-02-10,-0.00028740200732146865
2012-02-13,-0.0032899851328864905
2012-02-14,0.003455578450788725
2012-02-15,-4.991768021812403e-05
2012-02-16,-0.0007958781427326151
2012-02-17,0.005603779037639076
2012-02-21,0.002259880579476518
2012-02-22,-0.0014160029176875579
2012-02-23,-0.007603387916426623
2012-02-24,-0.011833690585971345
2012-02-27,0.0008265921096274258
2012-02-28,0.0030282625874708167
2012-02-29,-0.00364601062719589
2012-03-01,-0.0013298291372240902
2012-03-02,0.00013830995896029605
2012-03-05,-0.001471175075303161
2012-03-06,0.0024098119551877037
2012-03-07,-0.0028344976884381676
2012-03-08,0.004462161108438622
2012-03-09,0.0009633706045050711
2012-03-12,-0.00015570139030178444
2012-03-13,-0.00057578893284617
2012-03-14,-0.003503270701996895
2012-03-15,-0.0008794154633617504
2012-03-16,0.00040684723395956874
2012-03-19,9.139200388572531e-05
2012-03-20,0.003945484288804825
2012-03-21,-0.002217327620877495
2012-03-22,-0.0005386602504939615
2012-03-23,0.00237382689072777
2012-03-26,0.0016719495796214377
2012-03-27,0.0007497617694039268
2012-03-28,-0.0018644047100707655
2012-03-29,-0.0023655701386437454
2012-03-30,0.00022952752681739655
2012-04-02,0.006262678270965686
2012-04-03,-0.00443158515296372
2012-04-04,-0.0019249505005394208
2012-04-05,-0.0007347735418680307
2012-04-09,-0.0007451331474957878
2012-04-10,-0.00039615980768021534
2012-04-11,-0.001572615251578039
2012-04-12,0.0029229754697505154
2012-04-13,-0.0008451771807260957
2012-04-16,0.00011173628943882295
2012-04-17,-0.0003870380574838937
2012-04-18,-0.0014310414168176705
2012-04-19,-0.0002528217005463619
2012-04-20,0.004376513338598329
2012-04-23,0.002373432059522821
2012-04-24,-0.00010230731654725128
2012-04-25,0.003695092565484699
2012-04-26,2.8413061902432345e-05
2012-04-27,-0.0012262536356169404
2012-04-30,-0.002354311880763097
2012-05-01,0.0018342874183126735
2012-05-02,0.00401520029383851
2012-05-03,0.0025094234228186857
2012-05-04,0.0015449204014971031
2012-05-07,-0.001158285471582694
2012-05-08,-0.0009555169211569647
2012-05-09,-0.004855997770660439
2012-05-10,-0.0018835416788683657
2012-05-11,-0.00023285748297882766
2012-05-14,2.6620058210075987e-05
2012-05-15,0.0024889603260686718
2012-05-16,-0.0020943269395712998
2012-05-17,-0.0008019436893520594
2012-05-18,0.01191603479514333
2012-05-21,-0.004487874757865867
2012-05-22,0.0009545958098918623
2012-05-23,-0.0021290595814645705
2012-05-24,0.006268796367380654
2012-05-25,-0.00039613415938766
2012-05-29,0.005020610001546632
2012-05-30,-0.000942928024336613
2012-05-31,0.0013287090229002886
2012-06-01,-0.0008189763476836623
2012-06-04,0.0006031753597955364
2012-06-05,0.0007860713252483671
2012-06-06,0.0036422001528436596
2012-06-07,0.003686813958423109
2012-06-08,0.0005859246643479378
2012-06-11,-0.002552966512144132
2012-06-12,-0.0015323784038249653
2012-06-13,-0.0022687926409387846
2012-06-14,-0.001229491780754454
2012-06-15,0.0038248142174462153
2012-06-18,-0.000263604805972431
2012-06-19,0.0012358047382525226
2012-06-20,0.0005920493109198006
2012-06-21,0.0006803154519535176
2012-06-22,0.0021752456015840323
2012-06-25,-0.0035387880897074214
2012-06-26,-0.0007394527373907107
2012-06-27,-0.0003273783410879571
2012-06-28,-0.007801956040065378
2012-06-29,0.0002076392906531755
2012-07-02,0.0031024857795893153
2012-07-03,-0.0032789005685875962
2012-07-05,0.007216220232753687
2012-07-06,-0.004933707755120562
2012-07-09,-0.004112668422641416
2012-07-10,0.005973255519240878
2012-07-11,-0.0008935755192248677
2012-07-12,0.0018329009469117208
2012-07-13,-0.00030569756791778323
2012-07-16,-0.0019438399495732314
2012-07-17,-0.0014044364184622332
2012-07-18,0.00041603774683690185
2012-07-19,-0.0009683967967117236
2012-07-20,-0.0024612891037529543
2012-07-23,-0.0008730913385297655
2012-07-24,0.00023574069595929976
2012-07-25,0.002473673145871269
2012-07-26,0.003040611776909939
2012-07-27,0.003792491436014764
2012-07-30,0.001327142916770333
2012-07-31,0.00012568054226228762
2012-08-01,0.0013373906499769546
2012-08-02,0.0005737243479116229
2012-08-03,0.00013864298435248805
2012-08-06,-0.0011083694715685465
2012-08-07,-0.0016266515955534729
2012-08-08,-0.001106877770408084
2012-08-09,-0.0034035949666113463
2012-08-10,0.001432220513113952
2012-08-13,-0.0013456125970141152
2012-08-14,0.0010524268186616168
2012-08-15,-0.001036764403032505
2012-08-16,-0.0038614848151985303
2012-08-17,0.0005082737965467227
2012-08-20,1.4937001218591278e-05
2012-08-21,-0.0017782718209898253
2012-08-22,-0.0022829911912124173
2012-08-23,-0.0013500531679092754
2012-08-24,-8.456876639020047e-05
2012-08-27,0.0016379733749468466
2012-08-28,0.0002067915861615472
2012-08-29,-0.0005192707086006049
2012-08-30,-0.0013905469176906959
2012-08-31,3.701801343850286e-05
2012-09-04,0.00018049597740996733
2012-09-05,0.0034465960262299654
2012-09-06,-0.0028250437531241483
2012-09-07,0.0022656769983941403
2012-09-10,-0.0022884245246247857
2012-09-11,-0.003422045948235823
2012-09-12,-0.0011393669363812078
2012-09-13,-0.0009487018984186586
2012-09-14,0.0004085558711761613
2012-09-17,0.0008506409880369056
2012-09-18,-0.000341481483003086
2012-09-19,-0.00013311517367584286
2012-09-20,0.0028090592790072973
2012-09-21,0.0030945572459701275
2012-09-24,-0.0008332977902117747
2012-09-25,0.0021692970613984715
2012-09-26,-0.001323594791190925
2012-09-27,-8.426852992704963e-05
2012-09-28,0.0004732821341306887
2012-10-01,-0.0037165232676415116
2012-10-02,-3.7367460640351285e-05
2012-10-03,-0.0002875762474940139
2012-10-04,-0.003092487429212247
2012-10-05,-0.0011883203082030942
2012-10-08,-0.010163524384883221
2012-10-09,0.005875754078963219
2012-10-10,0.0038176223346696064
2012-10-11,-0.0036562454019212305
2012-10-12,0.003324392761525584
2012-10-15,-0.0020210094305865784
2012-10-16,0.0016249932041572973
2012-10-17,-0.0018993221626626814
2012-10-18,-0.0021526715456882577
2012-10-19,0.0015499214921724594
2012-10-22,-0.0020638734831954133
2012-10-23,0.0003113831910231912
2012-10-24,-0.0017286182631736208
2012-10-25,-0.0021970447957176224
2012-10-26,0.006198953927380568
2012-10-31,6.907672167790177e-05
2012-11-01,0.0020828685692782477
2012-11-02,0.00032532212027175194
2012-11-05,-0.0024983884700247078
2012-11-06,0.0007908207598120124
2012-11-07,0.0009990048778881224
2012-11-08,-0.0015408764982593045
2012-11-09,-0.002439375214547832
2012-11-12,0.00031621698288157737
2012-11-13,-0.004953352250965567
2012-11-14,0.0031532760301479553
2012-11-15,-0.004269965561437795
2012-11-16,0.0031399357840497123
2012-11-19,-0.0008472077384324214
2012-11-20,-0.002281229825458456
2012-11-21,0.009143416859095648
2012-11-23,-0.00123165411863021
2012-11-26,0.00401619353001433
2012-11-27,0.0016903374123774266
2012-11-28,0.0008684895893368964
2012-11-29,-0.002187555390135581
2012-11-30,-0.0012462386466534938
2012-12-03,-0.002307080504824145
2012-12-04,0.0032778322146642474
2012-12-05,0.0006627395979112877
2012-12-06,0.002742585749788587
2012-12-07,0.001178361261687108
2012-12-10,-0.0018364434118837646
2012-12-11,0.002138301423382208
2012-12-12,0.0031472958721820384
2012-12-13,-0.0011329510372875568
2012-12-14,-0.001217715075973819
2012-12-17,-0.00024657569633510087
2012-12-18,-0.00394897754136841
2012-12-19,-0.011810001421345362
2012-12-20,0.0012926189774462751
2012-12-21,-0.003753826437774859
2012-12-24,-0.00022375006980403993
2012-12-26,0.002495371628530147
2012-12-27,-1.2737770690256266e-05
2012-12-28,-0.002208144983935018
2012-12-31,0.00043913673797999506
2013-01-02,0.0027574328069408503
2013-01-03,-0.00220105986589286
2013-01-04,0.00036460496160202943
2013-01-07,-0.0011537995450018766
2013-01-08,-0.0011184093020147347
2013-01-09,0.0004010619878349836
2013-01-10,-0.000768901830283176
2013-01-11,-0.0002529146976031103
2013-01-14,-0.0019594788835284277
2013-01-15,-0.002731190380161383
2013-01-16,-0.0007864849150056105
2013-01-17,0.003519287334578979
2013-01-18,-0.00047869890064989776
2013-01-22,-0.002221869986891493
2013-01-23,0.007087216086577748
2013-01-24,-0.04815379621800176
2013-01-25,0.002064879899609226
2013-01-28,0.0016394120103808368
2013-01-29,-0.002511141963711666
2013-01-30,0.003103765892605552
2013-01-31,0.0006333987802302553
2013-02-01,3.619293253983368e-05
2013-02-04,0.0013262309178457608
2013-02-05,0.00026215917106544077
2013-02-06,-0.0004755305939404139
2013-02-07,-0.0011551118576750884
2013-02-08,-0.0021070196228652515
2013-02-11,-7.434091622429652e-05
2013-02-12,0.004268995932070471
2013-02-13,0.0033769072926513126
2013-02-14,-0.0008382686545704197
2013-02-15,-0.0013522140754214022
2013-02-19,0.0004647308589950884
2013-02-20,0.002176520292517567
2013-02-21,-0.001547170414421208
2013-02-22,0.0018905793637698132
2013-02-25,-0.001475065146844945
2013-02-26,0.00024961955257838927
2013-02-27,0.0004106005835644215
2013-02-28,-0.0005612547921964336
2013-03-01,0.0011041175002220083
2013-03-04,0.0020240462381753282
2013-03-05,-0.0022509748856233
2013-03-06,0.00034372241693971276
2013-03-07,-0.001196090229587614
2013-03-08,0.0015829876925838957
2013-03-11,-0.0016356147869752064
2013-03-12,3.0852096477641314e-05
2013-03-13,0.00026589178046234274
2013-03-14,0.00017916431264652214
2013-03-15,-0.000930095831262644
2013-03-18,0.0007538187716385125
2013-03-19,-0.0015830707964999678
2013-03-20,-0.002403440744040006
2013-03-21,-0.0011438217772096464
2013-03-22,7.2754950732701e-05
2013-03-25,-0.00040998030837559513
2013-03-26,-0.003737576507571142
2013-03-27,-0.0002969841921373086
2013-03-28,-0.002519009980906122
2013-04-01,0.0014734905500757487
2013-04-02,0.0009478592962111861
2013-04-03,0.0019085845245589966
2013-04-04,-0.0009048702296916324
2013-04-05,0.002658783860497213
2013-04-08,0.0006748853514387031
2013-04-09,-0.0028776891933755084
2013-04-10,0.0005599260873378062
2013-04-11,6.201281632908911e-05
2013-04-12,0.0008179374368624037
2013-04-15,-0.0006306554342746786
2013-04-16,0.0015912227994874266
2013-04-17,-0.0007581515713950353
2013-04-18,-2.0656808291237788e-05
2013-04-19,0.0027145283027589545
2013-04-22,0.0007234370885185398
2013-04-23,-0.0180484587344904
2013-04-24,0.008524068449797894
2013-04-25,0.002850716178178162
2013-04-26,0.002122658419712148
2013-04-29,-0.0068007391904971685
2013-04-30,-0.0004987344168270323
2013-05-01,-0.0031842704023819775
2013-05-02,-0.0010092665780836781
2013-05-03,-0.002311385326559
2013-05-06,0.0021548317744488664
2013-05-07,0.0019349589359520223
2013-05-08,-0.002985850361788007
2013-05-09,0.001675878188858919
2013-05-10,0.0031978965784562
2013-05-13,-0.00045480349078409575
2013-05-14,0.002617588808209394
2013-05-15,0.0004662271706423707
2013-05-16,0.00034312450437792776
2013-05-17,0.0004904058050110511
2013-05-20,0.003914924086307238
2013-05-21,-0.0011685862249812987
2013-05-22,0.006957181295609662
2013-05-23,-0.0013841018428890624
2013-05-24,-0.00508785548462951
2013-05-28,-0.002090474376238308
2013-05-29,-0.0028430175519507392
2013-05-30,-0.0011750232742906881
2013-05-31,0.002075467410325317
2013-06-03,-0.0003151752918261287
2013-06-04,0.002174162439046924
2013-06-05,-0.002498857251148375
2013-06-06,0.00025414049866367223
2013-06-07,0.00122740624021787
2013-06-10,0.002842053589983135
2013-06-11,-7.690204792661385e-05
2013-06-12,0.0009577135876258169
2013-06-13,0.001103144949906057
2013-06-14,0.00030990186133628996
2013-06-17,-0.0007469792285856681
2013-06-18,-0.0007501836169720353
2013-06-19,-0.0003402606669283981
2013-06-20,0.0005835413878914118
2013-06-21,-0.0007836801077651872
2013-06-24,-0.0027879655149762026
2013-06-25,0.005496917714804843
2013-06-26,-0.004029874299714535
2013-06-27,-7.221830443550331e-05
2013-06-28,0.0014076837451549808
2013-07-01,-0.0006443017629704568
2013-07-02,0.0023180629667048347
2013-07-03,0.0006539351396993001
2013-07-05,0.0023626644937237945
2013-07-08,0.0013519113373456782
2013-07-09,-0.0012827474127883346
2013-07-10,0.0009022411646178826
2013-07-11,0.0022813287498260944
2013-07-12,0.003464827451501085
2013-07-15,-0.00460774576186094
2013-07-16,0.00135042537206823
2013-07-17,0.0012468406233573832
2013-07-18,-0.004344312872483853
2013-07-19,0.0020666889318145458
2013-07-22,-0.002349792097111469
2013-07-23,-0.00015009570154118692
2013-07-24,0.004050821226478856
2013-07-25,-0.000739384925660237
2013-07-26,0.0013450137804893452
2013-07-29,0.0008852396663666232
2013-07-30,-0.001019383835742458
2013-07-31,-0.000899009394381924
2013-08-01,-0.00019729457980091066
2013-08-02,0.000521344490293888
2013-08-05,-5.664129702585938e-05
2013-08-06,0.0019042417327147653
2013-08-07,-0.000635359527424465
2013-08-08,-0.0011495754651023862
